Counting,Vehicle type,Aust Postcode,Fuel type,Count
Vehicle Level,Passenger Vehicles,5019,Total,5717
Vehicle Level,Passenger Vehicles,5020,Not Applicable,0
Vehicle Level,Passenger Vehicles,5020,Diesel,250
Vehicle Level,Passenger Vehicles,5020,Electric,0
Vehicle Level,Passenger Vehicles,5020,Petrol,1887
Vehicle Level,Passenger Vehicles,5020,LPG/Dual fuel,0
Vehicle Level,Passenger Vehicles,5020,Other and unknown,0
Vehicle Level,Passenger Vehicles,5020,Total,2138
Vehicle Level,Passenger Vehicles,5021,Not Applicable,0
Vehicle Level,Passenger Vehicles,5021,Diesel,524
Vehicle Level,Passenger Vehicles,5021,Electric,3
Vehicle Level,Passenger Vehicles,5021,Petrol,4135
Vehicle Level,Passenger Vehicles,5021,LPG/Dual fuel,21
Vehicle Level,Passenger Vehicles,5021,Other and unknown,0
Vehicle Level,Passenger Vehicles,5021,Total,4684
Vehicle Level,Passenger Vehicles,5022,Not Applicable,0
Vehicle Level,Passenger Vehicles,5022,Diesel,1298
Vehicle Level,Passenger Vehicles,5022,Electric,20
Vehicle Level,Passenger Vehicles,5022,Petrol,9309
Vehicle Level,Passenger Vehicles,5022,LPG/Dual fuel,29
Vehicle Level,Passenger Vehicles,5022,Other and unknown,4
Vehicle Level,Passenger Vehicles,5022,Total,10657
Vehicle Level,Passenger Vehicles,5023,Not Applicable,0
Vehicle Level,Passenger Vehicles,5023,Diesel,681
Vehicle Level,Passenger Vehicles,5023,Electric,0
Vehicle Level,Passenger Vehicles,5023,Petrol,9928
Vehicle Level,Passenger Vehicles,5023,LPG/Dual fuel,37
Vehicle Level,Passenger Vehicles,5023,Other and unknown,3
Vehicle Level,Passenger Vehicles,5023,Total,10653
Vehicle Level,Passenger Vehicles,5024,Not Applicable,0
Vehicle Level,Passenger Vehicles,5024,Diesel,976
Vehicle Level,Passenger Vehicles,5024,Electric,10
Vehicle Level,Passenger Vehicles,5024,Petrol,8513
Vehicle Level,Passenger Vehicles,5024,LPG/Dual fuel,17
Vehicle Level,Passenger Vehicles,5024,Other and unknown,0
Vehicle Level,Passenger Vehicles,5024,Total,9518
Vehicle Level,Passenger Vehicles,5025,Not Applicable,0
Vehicle Level,Passenger Vehicles,5025,Diesel,461
Vehicle Level,Passenger Vehicles,5025,Electric,3
Vehicle Level,Passenger Vehicles,5025,Petrol,5381
Vehicle Level,Passenger Vehicles,5025,LPG/Dual fuel,21
Vehicle Level,Passenger Vehicles,5025,Other and unknown,0
Vehicle Level,Passenger Vehicles,5025,Total,5863
Vehicle Level,Passenger Vehicles,5028,Not Applicable,0
Vehicle Level,Passenger Vehicles,5028,Diesel,0
Vehicle Level,Passenger Vehicles,5028,Electric,0
Vehicle Level,Passenger Vehicles,5028,Petrol,0
Vehicle Level,Passenger Vehicles,5028,LPG/Dual fuel,0
Vehicle Level,Passenger Vehicles,5028,Other and unknown,0
Vehicle Level,Passenger Vehicles,5028,Total,3
Vehicle Level,Passenger Vehicles,5031,Not Applicable,0
Vehicle Level,Passenger Vehicles,5031,Diesel,736
Vehicle Level,Passenger Vehicles,5031,Electric,13
Vehicle Level,Passenger Vehicles,5031,Petrol,6559
Vehicle Level,Passenger Vehicles,5031,LPG/Dual fuel,29
Vehicle Level,Passenger Vehicles,5031,Other and unknown,0
Vehicle Level,Passenger Vehicles,5031,Total,7345
Vehicle Level,Passenger Vehicles,5032,Not Applicable,0
Vehicle Level,Passenger Vehicles,5032,Diesel,662
Vehicle Level,Passenger Vehicles,5032,Electric,3
Vehicle Level,Passenger Vehicles,5032,Petrol,7723
Vehicle Level,Passenger Vehicles,5032,LPG/Dual fuel,27
Vehicle Level,Passenger Vehicles,5032,Other and unknown,0
Vehicle Level,Passenger Vehicles,5032,Total,8411
Vehicle Level,Passenger Vehicles,5033,Not Applicable,0
Vehicle Level,Passenger Vehicles,5033,Diesel,529
Vehicle Level,Passenger Vehicles,5033,Electric,5
Vehicle Level,Passenger Vehicles,5033,Petrol,5754
Vehicle Level,Passenger Vehicles,5033,LPG/Dual fuel,24
Vehicle Level,Passenger Vehicles,5033,Other and unknown,0
Vehicle Level,Passenger Vehicles,5033,Total,6314
Vehicle Level,Passenger Vehicles,5034,Not Applicable,0
Vehicle Level,Passenger Vehicles,5034,Diesel,864
Vehicle Level,Passenger Vehicles,5034,Electric,14
Vehicle Level,Passenger Vehicles,5034,Petrol,6288
Vehicle Level,Passenger Vehicles,5034,LPG/Dual fuel,19
Vehicle Level,Passenger Vehicles,5034,Other and unknown,0
Vehicle Level,Passenger Vehicles,5034,Total,7181
Vehicle Level,Passenger Vehicles,5035,Not Applicable,0
Vehicle Level,Passenger Vehicles,5035,Diesel,470
Vehicle Level,Passenger Vehicles,5035,Electric,6
Vehicle Level,Passenger Vehicles,5035,Petrol,3918
Vehicle Level,Passenger Vehicles,5035,LPG/Dual fuel,11
Vehicle Level,Passenger Vehicles,5035,Other and unknown,0
Vehicle Level,Passenger Vehicles,5035,Total,4407
Vehicle Level,Passenger Vehicles,5036,Not Applicable,0
Vehicle Level,Passenger Vehicles,5036,Diesel,0
Vehicle Level,Passenger Vehicles,5036,Electric,0
Vehicle Level,Passenger Vehicles,5036,Petrol,0
Vehicle Level,Passenger Vehicles,5036,LPG/Dual fuel,0
Vehicle Level,Passenger Vehicles,5036,Other and unknown,0
Vehicle Level,Passenger Vehicles,5036,Total,0
Vehicle Level,Passenger Vehicles,5037,Not Applicable,0
Vehicle Level,Passenger Vehicles,5037,Diesel,554
Vehicle Level,Passenger Vehicles,5037,Electric,16
Vehicle Level,Passenger Vehicles,5037,Petrol,6480
Vehicle Level,Passenger Vehicles,5037,LPG/Dual fuel,22
Vehicle Level,Passenger Vehicles,5037,Other and unknown,3
Vehicle Level,Passenger Vehicles,5037,Total,7072
Vehicle Level,Passenger Vehicles,5038,Not Applicable,0
Vehicle Level,Passenger Vehicles,5038,Diesel,711
Vehicle Level,Passenger Vehicles,5038,Electric,5
Vehicle Level,Passenger Vehicles,5038,Petrol,9520
Vehicle Level,Passenger Vehicles,5038,LPG/Dual fuel,43
Vehicle Level,Passenger Vehicles,5038,Other and unknown,3
Vehicle Level,Passenger Vehicles,5038,Total,10283
Vehicle Level,Passenger Vehicles,5039,Not Applicable,0
Vehicle Level,Passenger Vehicles,5039,Diesel,606
Vehicle Level,Passenger Vehicles,5039,Electric,7
Vehicle Level,Passenger Vehicles,5039,Petrol,5478
Vehicle Level,Passenger Vehicles,5039,LPG/Dual fuel,11
Vehicle Level,Passenger Vehicles,5039,Other and unknown,0
Vehicle Level,Passenger Vehicles,5039,Total,6107
Vehicle Level,Passenger Vehicles,5040,Not Applicable,0
Vehicle Level,Passenger Vehicles,5040,Diesel,156
Vehicle Level,Passenger Vehicles,5040,Electric,3
Vehicle Level,Passenger Vehicles,5040,Petrol,1362
Vehicle Level,Passenger Vehicles,5040,LPG/Dual fuel,3
Vehicle Level,Passenger Vehicles,5040,Other and unknown,0
Vehicle Level,Passenger Vehicles,5040,Total,1527
Vehicle Level,Passenger Vehicles,5041,Not Applicable,0
Vehicle Level,Passenger Vehicles,5041,Diesel,868
Vehicle Level,Passenger Vehicles,5041,Electric,10
Vehicle Level,Passenger Vehicles,5041,Petrol,7589
Vehicle Level,Passenger Vehicles,5041,LPG/Dual fuel,14
Vehicle Level,Passenger Vehicles,5041,Other and unknown,0
Vehicle Level,Passenger Vehicles,5041,Total,8496
Vehicle Level,Passenger Vehicles,5042,Not Applicable,0
Vehicle Level,Passenger Vehicles,5042,Diesel,587
Vehicle Level,Passenger Vehicles,5042,Electric,16
Vehicle Level,Passenger Vehicles,5042,Petrol,6622
Vehicle Level,Passenger Vehicles,5042,LPG/Dual fuel,35
Vehicle Level,Passenger Vehicles,5042,Other and unknown,3
Vehicle Level,Passenger Vehicles,5042,Total,7256
Vehicle Level,Passenger Vehicles,5043,Not Applicable,0
Vehicle Level,Passenger Vehicles,5043,Diesel,743
Vehicle Level,Passenger Vehicles,5043,Electric,8
Vehicle Level,Passenger Vehicles,5043,Petrol,10671
Vehicle Level,Passenger Vehicles,5043,LPG/Dual fuel,43
Vehicle Level,Passenger Vehicles,5043,Other and unknown,0
Vehicle Level,Passenger Vehicles,5043,Total,11461
Vehicle Level,Passenger Vehicles,5044,Not Applicable,0
Vehicle Level,Passenger Vehicles,5044,Diesel,882
Vehicle Level,Passenger Vehicles,5044,Electric,14
Vehicle Level,Passenger Vehicles,5044,Petrol,6681
Vehicle Level,Passenger Vehicles,5044,LPG/Dual fuel,18
Vehicle Level,Passenger Vehicles,5044,Other and unknown,0
Vehicle Level,Passenger Vehicles,5044,Total,7595
Vehicle Level,Passenger Vehicles,5045,Not Applicable,0
Vehicle Level,Passenger Vehicles,5045,Diesel,1196
Vehicle Level,Passenger Vehicles,5045,Electric,12
Vehicle Level,Passenger Vehicles,5045,Petrol,9154
Vehicle Level,Passenger Vehicles,5045,LPG/Dual fuel,23
Vehicle Level,Passenger Vehicles,5045,Other and unknown,3
Vehicle Level,Passenger Vehicles,5045,Total,10377
Vehicle Level,Passenger Vehicles,5046,Not Applicable,0
Vehicle Level,Passenger Vehicles,5046,Diesel,444
Vehicle Level,Passenger Vehicles,5046,Electric,4
Vehicle Level,Passenger Vehicles,5046,Petrol,5124
Vehicle Level,Passenger Vehicles,5046,LPG/Dual fuel,20
Vehicle Level,Passenger Vehicles,5046,Other and unknown,0
Vehicle Level,Passenger Vehicles,5046,Total,5594
Vehicle Level,Passenger Vehicles,5047,Not Applicable,0
Vehicle Level,Passenger Vehicles,5047,Diesel,454
Vehicle Level,Passenger Vehicles,5047,Electric,3
Vehicle Level,Passenger Vehicles,5047,Petrol,4895
Vehicle Level,Passenger Vehicles,5047,LPG/Dual fuel,24
Vehicle Level,Passenger Vehicles,5047,Other and unknown,0
Vehicle Level,Passenger Vehicles,5047,Total,5375
Vehicle Level,Passenger Vehicles,5048,Not Applicable,0
Vehicle Level,Passenger Vehicles,5048,Diesel,1058
Vehicle Level,Passenger Vehicles,5048,Electric,15
Vehicle Level,Passenger Vehicles,5048,Petrol,8585
Vehicle Level,Passenger Vehicles,5048,LPG/Dual fuel,23
Vehicle Level,Passenger Vehicles,5048,Other and unknown,0
Vehicle Level,Passenger Vehicles,5048,Total,9684
Vehicle Level,Passenger Vehicles,5049,Not Applicable,0
Vehicle Level,Passenger Vehicles,5049,Diesel,867
Vehicle Level,Passenger Vehicles,5049,Electric,6
Vehicle Level,Passenger Vehicles,5049,Petrol,5950
Vehicle Level,Passenger Vehicles,5049,LPG/Dual fuel,24
Vehicle Level,Passenger Vehicles,5049,Other and unknown,0
Vehicle Level,Passenger Vehicles,5049,Total,6851
Vehicle Level,Passenger Vehicles,5050,Not Applicable,0
Vehicle Level,Passenger Vehicles,5050,Diesel,456
Vehicle Level,Passenger Vehicles,5050,Electric,11
Vehicle Level,Passenger Vehicles,5050,Petrol,3369
Vehicle Level,Passenger Vehicles,5050,LPG/Dual fuel,6
Vehicle Level,Passenger Vehicles,5050,Other and unknown,0
Vehicle Level,Passenger Vehicles,5050,Total,3841
Vehicle Level,Passenger Vehicles,5051,Not Applicable,0
Vehicle Level,Passenger Vehicles,5051,Diesel,1218
Vehicle Level,Passenger Vehicles,5051,Electric,19
Vehicle Level,Passenger Vehicles,5051,Petrol,8742
Vehicle Level,Passenger Vehicles,5051,LPG/Dual fuel,27
Vehicle Level,Passenger Vehicles,5051,Other and unknown,0
Vehicle Level,Passenger Vehicles,5051,Total,10008
Vehicle Level,Passenger Vehicles,5052,Not Applicable,0
Vehicle Level,Passenger Vehicles,5052,Diesel,612
Vehicle Level,Passenger Vehicles,5052,Electric,18
Vehicle Level,Passenger Vehicles,5052,Petrol,3944
Vehicle Level,Passenger Vehicles,5052,LPG/Dual fuel,5
Vehicle Level,Passenger Vehicles,5052,Other and unknown,3
Vehicle Level,Passenger Vehicles,5052,Total,4578
Vehicle Level,Passenger Vehicles,5057,Not Applicable,0
Vehicle Level,Passenger Vehicles,5057,Diesel,0
Vehicle Level,Passenger Vehicles,5057,Electric,0
Vehicle Level,Passenger Vehicles,5057,Petrol,0
Vehicle Level,Passenger Vehicles,5057,LPG/Dual fuel,0
Vehicle Level,Passenger Vehicles,5057,Other and unknown,0
Vehicle Level,Passenger Vehicles,5057,Total,0
Vehicle Level,Passenger Vehicles,5059,Not Applicable,0
Vehicle Level,Passenger Vehicles,5059,Diesel,3
Vehicle Level,Passenger Vehicles,5059,Electric,0
Vehicle Level,Passenger Vehicles,5059,Petrol,0
Vehicle Level,Passenger Vehicles,5059,LPG/Dual fuel,0
Vehicle Level,Passenger Vehicles,5059,Other and unknown,0
Vehicle Level,Passenger Vehicles,5059,Total,3
Vehicle Level,Passenger Vehicles,5061,Not Applicable,0
Vehicle Level,Passenger Vehicles,5061,Diesel,979
Vehicle Level,Passenger Vehicles,5061,Electric,18
Vehicle Level,Passenger Vehicles,5061,Petrol,5852
Vehicle Level,Passenger Vehicles,5061,LPG/Dual fuel,6
Vehicle Level,Passenger Vehicles,5061,Other and unknown,0
Vehicle Level,Passenger Vehicles,5061,Total,6860
Vehicle Level,Passenger Vehicles,5062,Not Applicable,0
Vehicle Level,Passenger Vehicles,5062,Diesel,1493
Vehicle Level,Passenger Vehicles,5062,Electric,20
Vehicle Level,Passenger Vehicles,5062,Petrol,9048
Vehicle Level,Passenger Vehicles,5062,LPG/Dual fuel,22
Vehicle Level,Passenger Vehicles,5062,Other and unknown,3
Vehicle Level,Passenger Vehicles,5062,Total,10582
Vehicle Level,Passenger Vehicles,5063,Not Applicable,0
Vehicle Level,Passenger Vehicles,5063,Diesel,961
Vehicle Level,Passenger Vehicles,5063,Electric,8
Vehicle Level,Passenger Vehicles,5063,Petrol,7559
Vehicle Level,Passenger Vehicles,5063,LPG/Dual fuel,6
Vehicle Level,Passenger Vehicles,5063,Other and unknown,6
Vehicle Level,Passenger Vehicles,5063,Total,8549
Vehicle Level,Passenger Vehicles,5064,Not Applicable,0
Vehicle Level,Passenger Vehicles,5064,Diesel,961
Vehicle Level,Passenger Vehicles,5064,Electric,18
Vehicle Level,Passenger Vehicles,5064,Petrol,5998
Vehicle Level,Passenger Vehicles,5064,LPG/Dual fuel,6
Vehicle Level,Passenger Vehicles,5064,Other and unknown,0
Vehicle Level,Passenger Vehicles,5064,Total,6989
Vehicle Level,Passenger Vehicles,5065,Not Applicable,0
Vehicle Level,Passenger Vehicles,5065,Diesel,860
Vehicle Level,Passenger Vehicles,5065,Electric,21
Vehicle Level,Passenger Vehicles,5065,Petrol,6175
Vehicle Level,Passenger Vehicles,5065,LPG/Dual fuel,11
Vehicle Level,Passenger Vehicles,5065,Other and unknown,0
Vehicle Level,Passenger Vehicles,5065,Total,7066
Vehicle Level,Passenger Vehicles,5066,Not Applicable,0
Vehicle Level,Passenger Vehicles,5066,Diesel,1125
Vehicle Level,Passenger Vehicles,5066,Electric,25
Vehicle Level,Passenger Vehicles,5066,Petrol,7454
Vehicle Level,Passenger Vehicles,5066,LPG/Dual fuel,11
Vehicle Level,Passenger Vehicles,5066,Other and unknown,0
Vehicle Level,Passenger Vehicles,5066,Total,8623
Vehicle Level,Passenger Vehicles,5067,Not Applicable,0
Vehicle Level,Passenger Vehicles,5067,Diesel,1115
Vehicle Level,Passenger Vehicles,5067,Electric,20
Vehicle Level,Passenger Vehicles,5067,Petrol,6632
Vehicle Level,Passenger Vehicles,5067,LPG/Dual fuel,4
Vehicle Level,Passenger Vehicles,5067,Other and unknown,0
Vehicle Level,Passenger Vehicles,5067,Total,7772
Vehicle Level,Passenger Vehicles,5068,Not Applicable,0
Vehicle Level,Passenger Vehicles,5068,Diesel,925
Vehicle Level,Passenger Vehicles,5068,Electric,10
Vehicle Level,Passenger Vehicles,5068,Petrol,7427
Vehicle Level,Passenger Vehicles,5068,LPG/Dual fuel,18
Vehicle Level,Passenger Vehicles,5068,Other and unknown,0
Vehicle Level,Passenger Vehicles,5068,Total,8388
Vehicle Level,Passenger Vehicles,5069,Not Applicable,0
Vehicle Level,Passenger Vehicles,5069,Diesel,736
Vehicle Level,Passenger Vehicles,5069,Electric,19
Vehicle Level,Passenger Vehicles,5069,Petrol,4891
Vehicle Level,Passenger Vehicles,5069,LPG/Dual fuel,14
Vehicle Level,Passenger Vehicles,5069,Other and unknown,0
Vehicle Level,Passenger Vehicles,5069,Total,5660
Vehicle Level,Passenger Vehicles,5070,Not Applicable,0
Vehicle Level,Passenger Vehicles,5070,Diesel,822
Vehicle Level,Passenger Vehicles,5070,Electric,10
Vehicle Level,Passenger Vehicles,5070,Petrol,8582
Vehicle Level,Passenger Vehicles,5070,LPG/Dual fuel,17
Vehicle Level,Passenger Vehicles,5070,Other and unknown,3
Vehicle Level,Passenger Vehicles,5070,Total,9431
Vehicle Level,Passenger Vehicles,5071,Not Applicable,0
Vehicle Level,Passenger Vehicles,5071,Diesel,4
Vehicle Level,Passenger Vehicles,5071,Electric,0
Vehicle Level,Passenger Vehicles,5071,Petrol,30
Vehicle Level,Passenger Vehicles,5071,LPG/Dual fuel,0
Vehicle Level,Passenger Vehicles,5071,Other and unknown,0
Vehicle Level,Passenger Vehicles,5071,Total,32
Vehicle Level,Passenger Vehicles,5072,Not Applicable,0
Vehicle Level,Passenger Vehicles,5072,Diesel,832
Vehicle Level,Passenger Vehicles,5072,Electric,11
Vehicle Level,Passenger Vehicles,5072,Petrol,7833
Vehicle Level,Passenger Vehicles,5072,LPG/Dual fuel,18
Vehicle Level,Passenger Vehicles,5072,Other and unknown,3
Vehicle Level,Passenger Vehicles,5072,Total,8694
Vehicle Level,Passenger Vehicles,5073,Not Applicable,0
Vehicle Level,Passenger Vehicles,5073,Diesel,797
Vehicle Level,Passenger Vehicles,5073,Electric,15
Vehicle Level,Passenger Vehicles,5073,Petrol,9275
Vehicle Level,Passenger Vehicles,5073,LPG/Dual fuel,21
Vehicle Level,Passenger Vehicles,5073,Other and unknown,4
Vehicle Level,Passenger Vehicles,5073,Total,10110
Vehicle Level,Passenger Vehicles,5074,Not Applicable,0
Vehicle Level,Passenger Vehicles,5074,Diesel,596
Vehicle Level,Passenger Vehicles,5074,Electric,4
Vehicle Level,Passenger Vehicles,5074,Petrol,7820
Vehicle Level,Passenger Vehicles,5074,LPG/Dual fuel,22
Vehicle Level,Passenger Vehicles,5074,Other and unknown,0
Vehicle Level,Passenger Vehicles,5074,Total,8441
Vehicle Level,Passenger Vehicles,5075,Not Applicable,0
Vehicle Level,Passenger Vehicles,5075,Diesel,613
Vehicle Level,Passenger Vehicles,5075,Electric,0
Vehicle Level,Passenger Vehicles,5075,Petrol,6614
Vehicle Level,Passenger Vehicles,5075,LPG/Dual fuel,24
Vehicle Level,Passenger Vehicles,5075,Other and unknown,0
Vehicle Level,Passenger Vehicles,5075,Total,7252
Vehicle Level,Passenger Vehicles,5076,Not Applicable,0
Vehicle Level,Passenger Vehicles,5076,Diesel,573
Vehicle Level,Passenger Vehicles,5076,Electric,8
Vehicle Level,Passenger Vehicles,5076,Petrol,5970
Vehicle Level,Passenger Vehicles,5076,LPG/Dual fuel,18
Vehicle Level,Passenger Vehicles,5076,Other and unknown,3
Vehicle Level,Passenger Vehicles,5076,Total,6566
Vehicle Level,Passenger Vehicles,5081,Not Applicable,0
Vehicle Level,Passenger Vehicles,5081,Diesel,816
Vehicle Level,Passenger Vehicles,5081,Electric,11
Vehicle Level,Passenger Vehicles,5081,Petrol,5551
Vehicle Level,Passenger Vehicles,5081,LPG/Dual fuel,10
Vehicle Level,Passenger Vehicles,5081,Other and unknown,3
Vehicle Level,Passenger Vehicles,5081,Total,6392
Vehicle Level,Passenger Vehicles,5082,Not Applicable,0
Vehicle Level,Passenger Vehicles,5082,Diesel,993
Vehicle Level,Passenger Vehicles,5082,Electric,12
Vehicle Level,Passenger Vehicles,5082,Petrol,8710
Vehicle Level,Passenger Vehicles,5082,LPG/Dual fuel,18
Vehicle Level,Passenger Vehicles,5082,Other and unknown,0
Vehicle Level,Passenger Vehicles,5082,Total,9734
Vehicle Level,Passenger Vehicles,5083,Not Applicable,0
Vehicle Level,Passenger Vehicles,5083,Diesel,466
Vehicle Level,Passenger Vehicles,5083,Electric,12
Vehicle Level,Passenger Vehicles,5083,Petrol,4594
Vehicle Level,Passenger Vehicles,5083,LPG/Dual fuel,13
Vehicle Level,Passenger Vehicles,5083,Other and unknown,3
Vehicle Level,Passenger Vehicles,5083,Total,5088
Vehicle Level,Passenger Vehicles,5084,Not Applicable,0
Vehicle Level,Passenger Vehicles,5084,Diesel,416
Vehicle Level,Passenger Vehicles,5084,Electric,3
Vehicle Level,Passenger Vehicles,5084,Petrol,5627
Vehicle Level,Passenger Vehicles,5084,LPG/Dual fuel,37
Vehicle Level,Passenger Vehicles,5084,Other and unknown,0
Vehicle Level,Passenger Vehicles,5084,Total,6081
Vehicle Level,Passenger Vehicles,5085,Not Applicable,0
Vehicle Level,Passenger Vehicles,5085,Diesel,1018
Vehicle Level,Passenger Vehicles,5085,Electric,9
Vehicle Level,Passenger Vehicles,5085,Petrol,12670
Vehicle Level,Passenger Vehicles,5085,LPG/Dual fuel,55
Vehicle Level,Passenger Vehicles,5085,Other and unknown,0
Vehicle Level,Passenger Vehicles,5085,Total,13758
Vehicle Level,Passenger Vehicles,5086,Not Applicable,0
Vehicle Level,Passenger Vehicles,5086,Diesel,811
Vehicle Level,Passenger Vehicles,5086,Electric,11
Vehicle Level,Passenger Vehicles,5086,Petrol,9795
Vehicle Level,Passenger Vehicles,5086,LPG/Dual fuel,38
Vehicle Level,Passenger Vehicles,5086,Other and unknown,0
Vehicle Level,Passenger Vehicles,5086,Total,10647
Vehicle Level,Passenger Vehicles,5087,Not Applicable,0
Vehicle Level,Passenger Vehicles,5087,Diesel,597
Vehicle Level,Passenger Vehicles,5087,Electric,5
Vehicle Level,Passenger Vehicles,5087,Petrol,6869
Vehicle Level,Passenger Vehicles,5087,LPG/Dual fuel,28
Vehicle Level,Passenger Vehicles,5087,Other and unknown,0
Vehicle Level,Passenger Vehicles,5087,Total,7502
Vehicle Level,Passenger Vehicles,5088,Not Applicable,0
Vehicle Level,Passenger Vehicles,5088,Diesel,201
Vehicle Level,Passenger Vehicles,5088,Electric,0
Vehicle Level,Passenger Vehicles,5088,Petrol,2243
Vehicle Level,Passenger Vehicles,5088,LPG/Dual fuel,13
Vehicle Level,Passenger Vehicles,5088,Other and unknown,3
Vehicle Level,Passenger Vehicles,5088,Total,2457
Vehicle Level,Passenger Vehicles,5089,Not Applicable,0
Vehicle Level,Passenger Vehicles,5089,Diesel,477
Vehicle Level,Passenger Vehicles,5089,Electric,3
Vehicle Level,Passenger Vehicles,5089,Petrol,4216
Vehicle Level,Passenger Vehicles,5089,LPG/Dual fuel,14
Vehicle Level,Passenger Vehicles,5089,Other and unknown,0
Vehicle Level,Passenger Vehicles,5089,Total,4710
Vehicle Level,Passenger Vehicles,5090,Not Applicable,0
Vehicle Level,Passenger Vehicles,5090,Diesel,405
Vehicle Level,Passenger Vehicles,5090,Electric,3
Vehicle Level,Passenger Vehicles,5090,Petrol,4454
Vehicle Level,Passenger Vehicles,5090,LPG/Dual fuel,19
Vehicle Level,Passenger Vehicles,5090,Other and unknown,0
Vehicle Level,Passenger Vehicles,5090,Total,4884
Vehicle Level,Passenger Vehicles,5091,Not Applicable,0
Vehicle Level,Passenger Vehicles,5091,Diesel,569
Vehicle Level,Passenger Vehicles,5091,Electric,3
Vehicle Level,Passenger Vehicles,5091,Petrol,4593
Vehicle Level,Passenger Vehicles,5091,LPG/Dual fuel,23
Vehicle Level,Passenger Vehicles,5091,Other and unknown,0
Vehicle Level,Passenger Vehicles,5091,Total,5186
Vehicle Level,Passenger Vehicles,5092,Not Applicable,0
Vehicle Level,Passenger Vehicles,5092,Diesel,950
Vehicle Level,Passenger Vehicles,5092,Electric,9
Vehicle Level,Passenger Vehicles,5092,Petrol,10224
Vehicle Level,Passenger Vehicles,5092,LPG/Dual fuel,52
Vehicle Level,Passenger Vehicles,5092,Other and unknown,0
Vehicle Level,Passenger Vehicles,5092,Total,11233
Vehicle Level,Passenger Vehicles,5093,Not Applicable,0
Vehicle Level,Passenger Vehicles,5093,Diesel,475
Vehicle Level,Passenger Vehicles,5093,Electric,0
Vehicle Level,Passenger Vehicles,5093,Petrol,5241
Vehicle Level,Passenger Vehicles,5093,LPG/Dual fuel,32
Vehicle Level,Passenger Vehicles,5093,Other and unknown,0
Vehicle Level,Passenger Vehicles,5093,Total,5746
Vehicle Level,Passenger Vehicles,5094,Not Applicable,0
Vehicle Level,Passenger Vehicles,5094,Diesel,256
Vehicle Level,Passenger Vehicles,5094,Electric,3
Vehicle Level,Passenger Vehicles,5094,Petrol,971
Vehicle Level,Passenger Vehicles,5094,LPG/Dual fuel,7
Vehicle Level,Passenger Vehicles,5094,Other and unknown,0
Vehicle Level,Passenger Vehicles,5094,Total,1236
Vehicle Level,Passenger Vehicles,5095,Not Applicable,0
Vehicle Level,Passenger Vehicles,5095,Diesel,1143
Vehicle Level,Passenger Vehicles,5095,Electric,6
Vehicle Level,Passenger Vehicles,5095,Petrol,11956
Vehicle Level,Passenger Vehicles,5095,LPG/Dual fuel,35
Vehicle Level,Passenger Vehicles,5095,Other and unknown,0
Vehicle Level,Passenger Vehicles,5095,Total,13140
Vehicle Level,Passenger Vehicles,5096,Not Applicable,0
Vehicle Level,Passenger Vehicles,5096,Diesel,790
Vehicle Level,Passenger Vehicles,5096,Electric,7
Vehicle Level,Passenger Vehicles,5096,Petrol,7912
Vehicle Level,Passenger Vehicles,5096,LPG/Dual fuel,36
Vehicle Level,Passenger Vehicles,5096,Other and unknown,0
Vehicle Level,Passenger Vehicles,5096,Total,8749
Vehicle Level,Passenger Vehicles,5097,Not Applicable,0
Vehicle Level,Passenger Vehicles,5097,Diesel,810
Vehicle Level,Passenger Vehicles,5097,Electric,3
Vehicle Level,Passenger Vehicles,5097,Petrol,7887
Vehicle Level,Passenger Vehicles,5097,LPG/Dual fuel,33
Vehicle Level,Passenger Vehicles,5097,Other and unknown,0
Vehicle Level,Passenger Vehicles,5097,Total,8734
Vehicle Level,Passenger Vehicles,5098,Not Applicable,0
Vehicle Level,Passenger Vehicles,5098,Diesel,613
Vehicle Level,Passenger Vehicles,5098,Electric,5
Vehicle Level,Passenger Vehicles,5098,Petrol,7228
Vehicle Level,Passenger Vehicles,5098,LPG/Dual fuel,38
Vehicle Level,Passenger Vehicles,5098,Other and unknown,0
Vehicle Level,Passenger Vehicles,5098,Total,7888
Vehicle Level,Passenger Vehicles,5106,Not Applicable,0
Vehicle Level,Passenger Vehicles,5106,Diesel,55
Vehicle Level,Passenger Vehicles,5106,Electric,0
Vehicle Level,Passenger Vehicles,5106,Petrol,189
Vehicle Level,Passenger Vehicles,5106,LPG/Dual fuel,0
Vehicle Level,Passenger Vehicles,5106,Other and unknown,0
Vehicle Level,Passenger Vehicles,5106,Total,243
Vehicle Level,Passenger Vehicles,5107,Not Applicable,0
Vehicle Level,Passenger Vehicles,5107,Diesel,833
Vehicle Level,Passenger Vehicles,5107,Electric,9
Vehicle Level,Passenger Vehicles,5107,Petrol,10130
Vehicle Level,Passenger Vehicles,5107,LPG/Dual fuel,66
Vehicle Level,Passenger Vehicles,5107,Other and unknown,0
Vehicle Level,Passenger Vehicles,5107,Total,11047
Vehicle Level,Passenger Vehicles,5108,Not Applicable,0
Vehicle Level,Passenger Vehicles,5108,Diesel,1788
Vehicle Level,Passenger Vehicles,5108,Electric,0
Vehicle Level,Passenger Vehicles,5108,Petrol,22505
Vehicle Level,Passenger Vehicles,5108,LPG/Dual fuel,139
Vehicle Level,Passenger Vehicles,5108,Other and unknown,3
Vehicle Level,Passenger Vehicles,5108,Total,24438
